studentID,name,birthDate,address,schoolCode,"P5_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)","P6_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)",applicationID,choicePartB (Top 3 Choices)
KT2025471,Olivia Martinez,03/25/2013,1 Hoi Yuen Road,KTPS009,"87,42,18,6,39,3,81","14,42,84,42,71,51,19",APP2025471,"KTSS002,KTSS017,KTSS013,KTSS016,KTSS005,KTSS006,KTSS019,KTSS008,KTSS007,KTSS014,KTSS020,KTSS018,KTSS001,KTSS003,KTSS012,KTSS015,KTSS004,KTSS009,KTSS010,KTSS011"
KT2025472,Matthew Rodriguez,09/05/2013,52 Hoi Yuen Road,KTPS020,"96,11,69,13,83,73,72","22,12,35,51,21,11,54",APP2025472,"KTSS004,KTSS008,KTSS015,KTSS003,KTSS002,KTSS005,KTSS019,KTSS013,KTSS001,KTSS006,KTSS017,KTSS012,KTSS009,KTSS010,KTSS018,KTSS020,KTSS007,KTSS016,KTSS011,KTSS014"
KT2025473,Michael Smith,08/17/2013,40 Sau Mau Ping,KTPS014,"68,67,69,19,100,4,27","72,67,51,18,5,73,100",APP2025473,"KTSS002,KTSS008,KTSS003,KTSS014,KTSS009,KTSS011,KTSS007,KTSS010,KTSS006,KTSS015,KTSS018,KTSS016,KTSS004,KTSS005,KTSS013,KTSS019,KTSS020,KTSS012,KTSS017,KTSS001"
KT2025474,Mary Williams,02/18/2013,77 Sau Mau Ping,KTPS017,"90,36,85,73,30,79,54","65,22,79,11,18,36,81",APP2025474,"KTSS012,KTSS019,KTSS013,KTSS017,KTSS018,KTSS015,KTSS005,KTSS003,KTSS002,KTSS001,KTSS010,KTSS008,KTSS020,KTSS007,KTSS006,KTSS011,KTSS004,KTSS014,KTSS016,KTSS009"
KT2025475,Benjamin Miller,05/07/2013,50 Ngau Tau Kok Rd,KTPS014,"62,66,64,24,86,57,38","82,5,22,77,53,66,68",APP2025475,"KTSS012,KTSS020,KTSS016,KTSS014,KTSS002,KTSS019,KTSS008,KTSS004,KTSS015,KTSS013,KTSS017,KTSS010,KTSS009,KTSS005,KTSS003,KTSS011,KTSS001,KTSS018,KTSS007,KTSS006"
KT2025476,David Jones,09/04/2013,22 Sau Mau Ping,KTPS009,"33,43,14,64,38,92,71","15,79,32,56,60,11,12",APP2025476,"KTSS015,KTSS006,KTSS009,KTSS011,KTSS014,KTSS019,KTSS016,KTSS018,KTSS005,KTSS012,KTSS004,KTSS013,KTSS001,KTSS010,KTSS002,KTSS017,KTSS007,KTSS008,KTSS003,KTSS020"
KT2025477,Ethan Martin,11/20/2013,65 Kowloon Bay,KTPS001,"28,2,16,47,60,51,64","46,27,63,73,41,66,5",APP2025477,"KTSS016,KTSS013,KTSS018,KTSS007,KTSS017,KTSS005,KTSS006,KTSS002,KTSS012,KTSS011,KTSS019,KTSS001,KTSS010,KTSS004,KTSS015,KTSS008,KTSS009,KTSS020,KTSS003,KTSS014"
KT2025478,Harper Gonzalez,10/13/2013,29 Hoi Yuen Road,KTPS012,"36,28,30,52,58,75,57","25,75,54,33,7,7,57",APP2025478,"KTSS001,KTSS006,KTSS018,KTSS014,KTSS020,KTSS012,KTSS010,KTSS009,KTSS002,KTSS003,KTSS005,KTSS004,KTSS013,KTSS017,KTSS016,KTSS015,KTSS019,KTSS008,KTSS007,KTSS011"
KT2025479,Michael Davis,09/05/2013,75 Sau Mau Ping,KTPS014,"81,68,36,72,27,64,29","81,81,80,30,98,54,28",APP2025479,"KTSS014,KTSS009,KTSS018,KTSS010,KTSS011,KTSS017,KTSS016,KTSS001,KTSS013,KTSS019,KTSS012,KTSS008,KTSS020,KTSS015,KTSS004,KTSS007,KTSS005,KTSS002,KTSS006,KTSS003"
KT2025480,Daniel Martinez,12/03/2013,75 Hoi Yuen Road,KTPS001,"62,67,14,73,6,27,57","41,54,15,47,34,32,5",APP2025480,"KTSS003,KTSS012,KTSS013,KTSS011,KTSS002,KTSS009,KTSS007,KTSS010,KTSS001,KTSS016,KTSS019,KTSS014,KTSS018,KTSS006,KTSS015,KTSS017,KTSS020,KTSS004,KTSS005,KTSS008"
KT2025481,Ethan Miller,11/18/2013,24 Kwun Tong Rd,KTPS007,"86,24,70,58,67,42,68","76,8,35,37,62,46,5",APP2025481,"KTSS005,KTSS010,KTSS009,KTSS013,KTSS014,KTSS018,KTSS008,KTSS006,KTSS019,KTSS015,KTSS016,KTSS001,KTSS007,KTSS002,KTSS004,KTSS020,KTSS011,KTSS003,KTSS012,KTSS017"
KT2025482,Ethan Martin,09/08/2013,31 Lam Tin Road,KTPS019,"0,40,63,63,17,50,72","35,39,68,71,15,9,73",APP2025482,"KTSS008,KTSS017,KTSS003,KTSS007,KTSS013,KTSS020,KTSS015,KTSS019,KTSS012,KTSS006,KTSS018,KTSS016,KTSS009,KTSS005,KTSS002,KTSS011,KTSS004,KTSS001,KTSS014,KTSS010"
KT2025483,Benjamin Taylor,07/17/2013,24 Tsui Ping Rd,KTPS009,"27,26,90,54,75,84,39","17,0,79,14,97,61,33",APP2025483,"KTSS017,KTSS007,KTSS010,KTSS011,KTSS009,KTSS013,KTSS003,KTSS001,KTSS006,KTSS008,KTSS015,KTSS012,KTSS004,KTSS020,KTSS018,KTSS014,KTSS002,KTSS005,KTSS019,KTSS016"
KT2025484,James Hernandez,10/29/2013,27 Kowloon Bay,KTPS012,"61,21,39,87,42,57,48","75,70,12,40,85,56,78",APP2025484,"KTSS009,KTSS007,KTSS012,KTSS004,KTSS006,KTSS018,KTSS001,KTSS003,KTSS010,KTSS020,KTSS008,KTSS016,KTSS005,KTSS015,KTSS002,KTSS013,KTSS019,KTSS017,KTSS014,KTSS011"
KT2025485,Matthew Lopez,07/31/2013,10 Sau Mau Ping,KTPS014,"44,83,36,34,61,6,92","11,75,12,90,76,98,39",APP2025485,"KTSS018,KTSS017,KTSS019,KTSS005,KTSS007,KTSS003,KTSS012,KTSS004,KTSS020,KTSS001,KTSS014,KTSS006,KTSS011,KTSS010,KTSS015,KTSS002,KTSS009,KTSS008,KTSS016,KTSS013"
KT2025486,William Martinez,12/07/2013,94 Kwun Tong Rd,KTPS003,"37,47,100,2,77,34,86","64,76,41,62,82,96,1",APP2025486,"KTSS007,KTSS003,KTSS017,KTSS009,KTSS011,KTSS004,KTSS019,KTSS012,KTSS002,KTSS006,KTSS008,KTSS018,KTSS001,KTSS013,KTSS014,KTSS016,KTSS005,KTSS015,KTSS010,KTSS020"
KT2025487,William Taylor,01/23/2013,94 Lam Tin Road,KTPS007,"55,76,51,2,86,6,99","42,49,1,44,67,96,2",APP2025487,"KTSS014,KTSS008,KTSS007,KTSS020,KTSS016,KTSS011,KTSS012,KTSS005,KTSS013,KTSS019,KTSS018,KTSS004,KTSS017,KTSS001,KTSS003,KTSS009,KTSS002,KTSS010,KTSS015,KTSS006"
KT2025488,Sarah Smith,09/20/2013,37 Sau Mau Ping,KTPS020,"97,38,89,13,45,62,86","60,4,38,95,31,29,66",APP2025488,"KTSS020,KTSS008,KTSS004,KTSS017,KTSS019,KTSS010,KTSS006,KTSS009,KTSS011,KTSS016,KTSS007,KTSS012,KTSS018,KTSS014,KTSS013,KTSS003,KTSS001,KTSS002,KTSS005,KTSS015"
KT2025489,John Davis,03/24/2013,29 Ngau Tau Kok Rd,KTPS012,"98,34,75,47,95,94,34","62,53,13,69,99,4,49",APP2025489,"KTSS012,KTSS010,KTSS004,KTSS003,KTSS005,KTSS016,KTSS020,KTSS018,KTSS008,KTSS011,KTSS013,KTSS019,KTSS009,KTSS002,KTSS014,KTSS017,KTSS007,KTSS006,KTSS015,KTSS001"
KT2025490,Charlotte Taylor,10/12/2013,15 Sau Mau Ping,KTPS011,"63,23,25,36,87,96,10","94,9,57,54,100,98,34",APP2025490,"KTSS013,KTSS002,KTSS010,KTSS015,KTSS001,KTSS014,KTSS016,KTSS005,KTSS003,KTSS020,KTSS009,KTSS017,KTSS011,KTSS004,KTSS007,KTSS019,KTSS008,KTSS012,KTSS018,KTSS006"
KT2025491,James Hernandez,07/19/2013,42 Kwun Tong Rd,KTPS002,"0,91,90,10,73,53,7","84,1,13,93,46,77,6",APP2025491,"KTSS015,KTSS012,KTSS003,KTSS018,KTSS005,KTSS019,KTSS002,KTSS013,KTSS017,KTSS009,KTSS008,KTSS010,KTSS004,KTSS007,KTSS014,KTSS006,KTSS016,KTSS020,KTSS011,KTSS001"
KT2025492,Mia Gonzalez,09/06/2013,29 Kwun Tong Bypass,KTPS006,"51,1,23,65,36,98,51","21,35,73,83,96,77,3",APP2025492,"KTSS009,KTSS020,KTSS008,KTSS015,KTSS001,KTSS010,KTSS016,KTSS011,KTSS019,KTSS002,KTSS003,KTSS012,KTSS004,KTSS018,KTSS014,KTSS006,KTSS005,KTSS007,KTSS017,KTSS013"
KT2025493,William Martinez,10/08/2013,54 Lei Yue Mun,KTPS018,"36,1,16,57,39,32,34","77,98,95,18,89,96,3",APP2025493,"KTSS003,KTSS014,KTSS019,KTSS012,KTSS017,KTSS013,KTSS018,KTSS010,KTSS006,KTSS009,KTSS005,KTSS008,KTSS016,KTSS004,KTSS015,KTSS002,KTSS020,KTSS011,KTSS001,KTSS007"
KT2025494,Matthew Gonzalez,09/10/2013,15 Yau Tong Bay,KTPS003,"21,75,88,1,90,45,0","56,50,29,50,29,24,48",APP2025494,"KTSS001,KTSS003,KTSS011,KTSS008,KTSS019,KTSS002,KTSS020,KTSS010,KTSS015,KTSS013,KTSS018,KTSS005,KTSS012,KTSS017,KTSS014,KTSS004,KTSS006,KTSS016,KTSS007,KTSS009"
KT2025495,John Moore,09/02/2013,13 Lei Yue Mun,KTPS020,"97,22,88,57,19,41,69","85,30,20,5,65,10,91",APP2025495,"KTSS001,KTSS018,KTSS004,KTSS005,KTSS007,KTSS002,KTSS014,KTSS020,KTSS016,KTSS011,KTSS003,KTSS015,KTSS017,KTSS019,KTSS006,KTSS012,KTSS009,KTSS008,KTSS013,KTSS010"
KT2025496,Olivia Lopez,02/11/2013,89 Sau Mau Ping,KTPS008,"27,27,17,5,99,27,74","89,20,16,87,34,21,92",APP2025496,"KTSS008,KTSS013,KTSS018,KTSS014,KTSS006,KTSS002,KTSS016,KTSS019,KTSS020,KTSS009,KTSS010,KTSS001,KTSS005,KTSS007,KTSS012,KTSS003,KTSS017,KTSS011,KTSS004,KTSS015"
KT2025497,Amelia Williams,10/25/2013,100 Kwun Tong Bypass,KTPS008,"89,38,68,94,20,40,21","87,60,26,79,77,16,79",APP2025497,"KTSS004,KTSS002,KTSS017,KTSS009,KTSS019,KTSS020,KTSS001,KTSS018,KTSS011,KTSS014,KTSS006,KTSS013,KTSS016,KTSS008,KTSS003,KTSS012,KTSS010,KTSS007,KTSS015,KTSS005"
KT2025498,Sarah Martinez,05/12/2013,99 Lam Tin Road,KTPS017,"40,39,8,70,36,63,20","77,65,68,70,1,98,78",APP2025498,"KTSS008,KTSS019,KTSS011,KTSS015,KTSS009,KTSS001,KTSS005,KTSS017,KTSS002,KTSS020,KTSS004,KTSS012,KTSS014,KTSS010,KTSS018,KTSS016,KTSS013,KTSS003,KTSS007,KTSS006"
KT2025499,Isabella Taylor,06/13/2013,15 Yau Tong Bay,KTPS009,"55,64,34,49,47,66,12","87,15,77,77,9,10,77",APP2025499,"KTSS010,KTSS007,KTSS006,KTSS017,KTSS002,KTSS009,KTSS020,KTSS005,KTSS015,KTSS012,KTSS013,KTSS011,KTSS018,KTSS019,KTSS001,KTSS016,KTSS008,KTSS004,KTSS014,KTSS003"
KT2025500,Daniel Brown,02/11/2013,12 Kowloon Bay,KTPS004,"56,8,99,94,17,3,64","96,94,93,48,3,100,22",APP2025500,"KTSS006,KTSS012,KTSS005,KTSS015,KTSS003,KTSS014,KTSS007,KTSS020,KTSS019,KTSS011,KTSS016,KTSS018,KTSS001,KTSS017,KTSS009,KTSS010,KTSS004,KTSS008,KTSS013,KTSS002"
KT2025501,William Jackson,03/01/2013,65 Ngau Tau Kok Rd,KTPS005,"95,26,39,73,10,57,51","85,62,2,57,26,42,90",APP2025501,"KTSS014,KTSS010,KTSS003,KTSS011,KTSS012,KTSS009,KTSS007,KTSS004,KTSS013,KTSS001,KTSS017,KTSS002,KTSS019,KTSS006,KTSS008,KTSS005,KTSS018,KTSS015,KTSS016,KTSS020"
KT2025502,Sarah Moore,07/26/2013,25 Hoi Yuen Road,KTPS011,"58,92,7,21,97,20,55","55,62,97,47,78,40,25",APP2025502,"KTSS012,KTSS016,KTSS011,KTSS002,KTSS013,KTSS019,KTSS018,KTSS007,KTSS010,KTSS015,KTSS001,KTSS006,KTSS017,KTSS003,KTSS020,KTSS014,KTSS008,KTSS009,KTSS005,KTSS004"
KT2025503,Matthew Jackson,04/05/2013,98 Lam Tin Road,KTPS010,"65,76,32,47,61,51,8","89,0,9,8,100,64,26",APP2025503,"KTSS006,KTSS003,KTSS017,KTSS004,KTSS013,KTSS012,KTSS010,KTSS008,KTSS014,KTSS018,KTSS002,KTSS015,KTSS019,KTSS001,KTSS009,KTSS005,KTSS011,KTSS007,KTSS016,KTSS020"
KT2025504,Alexander Jones,08/20/2013,92 Yau Tong Bay,KTPS017,"15,36,37,44,57,55,58","38,83,94,35,85,75,65",APP2025504,"KTSS018,KTSS008,KTSS009,KTSS006,KTSS020,KTSS011,KTSS012,KTSS007,KTSS002,KTSS005,KTSS001,KTSS014,KTSS019,KTSS003,KTSS015,KTSS010,KTSS004,KTSS016,KTSS013,KTSS017"
KT2025505,Daniel Hernandez,09/01/2013,71 Lam Tin Road,KTPS016,"85,42,35,72,94,11,87","87,31,59,19,95,93,61",APP2025505,"KTSS014,KTSS012,KTSS015,KTSS018,KTSS002,KTSS016,KTSS017,KTSS020,KTSS006,KTSS013,KTSS019,KTSS011,KTSS004,KTSS010,KTSS003,KTSS007,KTSS005,KTSS001,KTSS008,KTSS009"
KT2025506,Michael Martin,07/27/2013,81 Lam Tin Road,KTPS006,"93,51,79,4,32,56,21","90,70,66,8,1,13,39",APP2025506,"KTSS005,KTSS015,KTSS010,KTSS001,KTSS003,KTSS019,KTSS004,KTSS017,KTSS013,KTSS014,KTSS008,KTSS016,KTSS011,KTSS006,KTSS018,KTSS002,KTSS020,KTSS007,KTSS009,KTSS012"
KT2025507,Alexander Gonzalez,11/04/2013,39 Kowloon Bay,KTPS009,"95,46,22,28,66,46,48","18,27,63,51,97,62,79",APP2025507,"KTSS008,KTSS004,KTSS005,KTSS014,KTSS007,KTSS003,KTSS002,KTSS013,KTSS019,KTSS001,KTSS006,KTSS020,KTSS012,KTSS015,KTSS010,KTSS016,KTSS011,KTSS009,KTSS018,KTSS017"
KT2025508,Mia Brown,05/10/2013,66 Tsui Ping Rd,KTPS009,"24,83,70,93,96,34,68","0,69,62,65,5,12,88",APP2025508,"KTSS020,KTSS013,KTSS005,KTSS014,KTSS008,KTSS018,KTSS012,KTSS009,KTSS016,KTSS007,KTSS011,KTSS003,KTSS004,KTSS017,KTSS019,KTSS006,KTSS001,KTSS002,KTSS010,KTSS015"
KT2025509,Harper Williams,11/29/2013,29 Sau Mau Ping,KTPS016,"52,32,74,7,11,74,95","60,71,40,38,85,20,62",APP2025509,"KTSS018,KTSS005,KTSS002,KTSS009,KTSS007,KTSS012,KTSS016,KTSS014,KTSS011,KTSS008,KTSS013,KTSS017,KTSS019,KTSS001,KTSS003,KTSS010,KTSS015,KTSS020,KTSS004,KTSS006"
KT2025510,Michael Davis,03/12/2013,94 Sau Mau Ping,KTPS005,"92,71,72,63,59,82,19","10,94,85,13,72,13,32",APP2025510,"KTSS008,KTSS018,KTSS009,KTSS004,KTSS002,KTSS019,KTSS012,KTSS016,KTSS010,KTSS001,KTSS013,KTSS005,KTSS003,KTSS011,KTSS006,KTSS015,KTSS017,KTSS014,KTSS020,KTSS007"
KT2025511,David Martin,12/07/2013,82 Lei Yue Mun,KTPS014,"61,96,18,62,23,63,12","72,88,98,64,28,74,61",APP2025511,"KTSS008,KTSS011,KTSS015,KTSS019,KTSS012,KTSS005,KTSS007,KTSS004,KTSS009,KTSS003,KTSS020,KTSS002,KTSS018,KTSS010,KTSS006,KTSS001,KTSS014,KTSS013,KTSS017,KTSS016"
KT2025512,Ethan Thomas,04/19/2013,32 Tsui Ping Rd,KTPS012,"13,24,52,17,81,55,5","3,49,75,0,83,17,39",APP2025512,"KTSS001,KTSS013,KTSS014,KTSS011,KTSS007,KTSS005,KTSS002,KTSS003,KTSS020,KTSS017,KTSS009,KTSS015,KTSS018,KTSS012,KTSS006,KTSS004,KTSS019,KTSS010,KTSS008,KTSS016"
KT2025513,Emily Davis,11/21/2013,30 Ngau Tau Kok Rd,KTPS018,"68,70,28,86,24,24,84","76,6,31,92,54,27,80",APP2025513,"KTSS019,KTSS012,KTSS006,KTSS002,KTSS014,KTSS018,KTSS005,KTSS020,KTSS015,KTSS009,KTSS003,KTSS016,KTSS004,KTSS013,KTSS001,KTSS007,KTSS011,KTSS010,KTSS017,KTSS008"
KT2025514,Olivia Hernandez,02/19/2013,37 Tsui Ping Rd,KTPS009,"91,71,69,57,53,12,63","54,98,83,7,21,84,30",APP2025514,"KTSS015,KTSS012,KTSS004,KTSS005,KTSS011,KTSS019,KTSS013,KTSS020,KTSS003,KTSS007,KTSS017,KTSS008,KTSS006,KTSS002,KTSS001,KTSS010,KTSS009,KTSS016,KTSS014,KTSS018"
KT2025515,Olivia Moore,05/02/2013,40 Sau Mau Ping,KTPS013,"88,60,51,24,1,47,31","45,18,96,16,69,28,28",APP2025515,"KTSS007,KTSS018,KTSS005,KTSS013,KTSS016,KTSS019,KTSS003,KTSS001,KTSS020,KTSS010,KTSS006,KTSS008,KTSS014,KTSS011,KTSS012,KTSS009,KTSS015,KTSS002,KTSS017,KTSS004"
KT2025516,Harper Martinez,09/15/2013,13 Kwun Tong Bypass,KTPS005,"86,68,32,96,27,23,13","96,40,92,77,91,28,11",APP2025516,"KTSS015,KTSS006,KTSS005,KTSS001,KTSS010,KTSS013,KTSS004,KTSS012,KTSS009,KTSS018,KTSS014,KTSS020,KTSS008,KTSS002,KTSS011,KTSS017,KTSS019,KTSS016,KTSS003,KTSS007"
KT2025517,Mia Gonzalez,12/31/2013,63 Tsui Ping Rd,KTPS014,"36,3,51,58,86,76,63","91,42,78,63,56,41,24",APP2025517,"KTSS009,KTSS004,KTSS019,KTSS015,KTSS006,KTSS020,KTSS018,KTSS005,KTSS011,KTSS007,KTSS013,KTSS014,KTSS017,KTSS012,KTSS003,KTSS001,KTSS008,KTSS010,KTSS002,KTSS016"
KT2025518,David Williams,10/24/2013,39 Kwun Tong Bypass,KTPS013,"4,34,50,36,6,54,9","87,90,46,38,94,27,58",APP2025518,"KTSS004,KTSS001,KTSS011,KTSS015,KTSS012,KTSS005,KTSS014,KTSS010,KTSS009,KTSS003,KTSS018,KTSS017,KTSS016,KTSS019,KTSS020,KTSS006,KTSS002,KTSS007,KTSS013,KTSS008"
KT2025519,John Thomas,10/26/2013,38 Kowloon Bay,KTPS007,"95,98,50,88,8,9,87","28,14,34,47,63,15,86",APP2025519,"KTSS004,KTSS015,KTSS008,KTSS011,KTSS002,KTSS014,KTSS018,KTSS013,KTSS005,KTSS001,KTSS017,KTSS016,KTSS020,KTSS012,KTSS007,KTSS006,KTSS003,KTSS010,KTSS009,KTSS019"
KT2025520,Olivia Taylor,04/06/2013,77 Kwun Tong Rd,KTPS003,"20,91,80,42,5,90,77","10,29,55,9,33,25,25",APP2025520,"KTSS018,KTSS001,KTSS012,KTSS002,KTSS006,KTSS011,KTSS016,KTSS010,KTSS008,KTSS013,KTSS017,KTSS014,KTSS019,KTSS015,KTSS004,KTSS009,KTSS003,KTSS005,KTSS020,KTSS007"
KT2025521,Emily Johnson,09/21/2013,79 Kwun Tong Rd,KTPS009,"95,79,12,82,57,27,8","79,13,31,40,13,44,57",APP2025521,"KTSS002,KTSS004,KTSS006,KTSS015,KTSS013,KTSS005,KTSS017,KTSS020,KTSS012,KTSS001,KTSS019,KTSS016,KTSS008,KTSS014,KTSS011,KTSS003,KTSS010,KTSS018,KTSS007,KTSS009"
KT2025522,Sarah Hernandez,06/24/2013,43 Kwun Tong Bypass,KTPS016,"42,54,58,54,89,25,26","92,71,66,64,9,27,91",APP2025522,"KTSS017,KTSS011,KTSS014,KTSS012,KTSS001,KTSS006,KTSS005,KTSS009,KTSS013,KTSS019,KTSS016,KTSS020,KTSS010,KTSS015,KTSS018,KTSS003,KTSS008,KTSS002,KTSS007,KTSS004"
KT2025523,Mary Jones,04/10/2013,54 Kwun Tong Rd,KTPS010,"17,21,58,80,8,68,12","65,15,53,87,22,32,73",APP2025523,"KTSS020,KTSS011,KTSS019,KTSS006,KTSS004,KTSS012,KTSS008,KTSS001,KTSS017,KTSS018,KTSS010,KTSS002,KTSS014,KTSS013,KTSS015,KTSS003,KTSS005,KTSS009,KTSS007,KTSS016"
KT2025524,Michael Johnson,09/16/2013,2 Yau Tong Bay,KTPS019,"32,62,97,37,97,12,96","89,66,74,72,25,1,27",APP2025524,"KTSS010,KTSS007,KTSS006,KTSS017,KTSS008,KTSS014,KTSS013,KTSS001,KTSS019,KTSS020,KTSS012,KTSS004,KTSS009,KTSS002,KTSS003,KTSS015,KTSS005,KTSS016,KTSS011,KTSS018"
KT2025525,Mia Smith,06/07/2013,92 Yau Tong Bay,KTPS015,"13,33,31,1,70,55,67","48,7,75,43,19,21,88",APP2025525,"KTSS018,KTSS009,KTSS015,KTSS019,KTSS020,KTSS008,KTSS013,KTSS005,KTSS004,KTSS001,KTSS003,KTSS016,KTSS014,KTSS012,KTSS017,KTSS010,KTSS007,KTSS011,KTSS002,KTSS006"
KT2025526,Sophia Garcia,10/22/2013,58 Kowloon Bay,KTPS001,"92,78,65,84,57,91,58","73,7,11,1,51,26,61",APP2025526,"KTSS013,KTSS018,KTSS002,KTSS019,KTSS007,KTSS017,KTSS012,KTSS003,KTSS016,KTSS020,KTSS008,KTSS010,KTSS015,KTSS006,KTSS009,KTSS005,KTSS011,KTSS014,KTSS004,KTSS001"
KT2025527,David Johnson,07/08/2013,59 Kowloon Bay,KTPS013,"29,78,49,48,31,21,57","55,58,61,73,5,63,53",APP2025527,"KTSS020,KTSS003,KTSS006,KTSS015,KTSS009,KTSS019,KTSS012,KTSS013,KTSS008,KTSS011,KTSS004,KTSS010,KTSS016,KTSS017,KTSS001,KTSS002,KTSS014,KTSS005,KTSS007,KTSS018"
KT2025528,Emily Anderson,11/30/2013,36 Lei Yue Mun,KTPS005,"49,74,100,36,12,75,75","75,100,50,40,7,89,26",APP2025528,"KTSS020,KTSS006,KTSS008,KTSS010,KTSS017,KTSS001,KTSS005,KTSS014,KTSS002,KTSS016,KTSS009,KTSS018,KTSS012,KTSS015,KTSS003,KTSS007,KTSS013,KTSS011,KTSS019,KTSS004"
KT2025529,Daniel Anderson,09/01/2013,67 Kowloon Bay,KTPS020,"96,5,90,66,44,96,64","76,5,80,60,57,7,9",APP2025529,"KTSS004,KTSS017,KTSS006,KTSS001,KTSS018,KTSS007,KTSS014,KTSS009,KTSS019,KTSS020,KTSS008,KTSS016,KTSS003,KTSS012,KTSS015,KTSS005,KTSS011,KTSS002,KTSS010,KTSS013"
KT2025530,Michael Martin,10/01/2013,45 Kwun Tong Rd,KTPS006,"78,38,39,38,4,2,8","92,15,16,35,52,93,90",APP2025530,"KTSS017,KTSS006,KTSS015,KTSS013,KTSS005,KTSS020,KTSS004,KTSS001,KTSS007,KTSS009,KTSS010,KTSS016,KTSS003,KTSS002,KTSS019,KTSS012,KTSS018,KTSS008,KTSS011,KTSS014"
KT2025531,Olivia Smith,12/21/2013,94 Kwun Tong Bypass,KTPS011,"41,94,0,42,58,66,59","51,72,44,53,88,94,60",APP2025531,"KTSS001,KTSS013,KTSS009,KTSS004,KTSS020,KTSS018,KTSS012,KTSS007,KTSS010,KTSS017,KTSS019,KTSS016,KTSS014,KTSS011,KTSS015,KTSS003,KTSS005,KTSS008,KTSS006,KTSS002"
KT2025532,Michael Gonzalez,12/28/2013,74 Yau Tong Bay,KTPS012,"2,80,88,17,47,90,18","20,93,85,69,88,89,30",APP2025532,"KTSS006,KTSS019,KTSS003,KTSS010,KTSS013,KTSS018,KTSS004,KTSS012,KTSS015,KTSS011,KTSS002,KTSS017,KTSS005,KTSS016,KTSS009,KTSS001,KTSS020,KTSS008,KTSS014,KTSS007"
KT2025533,Mary Gonzalez,06/04/2013,86 Lam Tin Road,KTPS002,"82,10,36,16,86,42,92","13,53,70,55,80,51,40",APP2025533,"KTSS004,KTSS010,KTSS017,KTSS015,KTSS008,KTSS012,KTSS003,KTSS009,KTSS018,KTSS001,KTSS011,KTSS013,KTSS002,KTSS005,KTSS016,KTSS014,KTSS006,KTSS007,KTSS019,KTSS020"
KT2025534,Mary Davis,08/01/2013,77 Kwun Tong Rd,KTPS008,"89,89,20,89,3,98,72","87,28,76,39,7,70,77",APP2025534,"KTSS019,KTSS006,KTSS020,KTSS008,KTSS016,KTSS014,KTSS015,KTSS012,KTSS007,KTSS004,KTSS013,KTSS009,KTSS005,KTSS003,KTSS010,KTSS017,KTSS018,KTSS001,KTSS002,KTSS011"
KT2025535,Sarah Jackson,07/01/2013,42 Ngau Tau Kok Rd,KTPS009,"69,43,18,100,34,53,30","42,42,60,8,28,77,65",APP2025535,"KTSS012,KTSS018,KTSS003,KTSS004,KTSS008,KTSS001,KTSS002,KTSS016,KTSS010,KTSS015,KTSS006,KTSS014,KTSS019,KTSS007,KTSS017,KTSS009,KTSS020,KTSS011,KTSS005,KTSS013"
KT2025536,Daniel Williams,11/03/2013,28 Hoi Yuen Road,KTPS019,"15,43,22,87,22,27,51","59,28,60,39,62,86,19",APP2025536,"KTSS005,KTSS003,KTSS015,KTSS004,KTSS006,KTSS009,KTSS019,KTSS002,KTSS010,KTSS007,KTSS020,KTSS011,KTSS001,KTSS008,KTSS016,KTSS012,KTSS014,KTSS018,KTSS013,KTSS017"
KT2025537,Charlotte Garcia,06/26/2013,18 Lei Yue Mun,KTPS007,"42,27,54,16,79,75,47","30,2,13,83,83,70,87",APP2025537,"KTSS019,KTSS014,KTSS016,KTSS002,KTSS008,KTSS013,KTSS005,KTSS020,KTSS012,KTSS004,KTSS003,KTSS007,KTSS006,KTSS010,KTSS018,KTSS001,KTSS015,KTSS017,KTSS009,KTSS011"
KT2025538,Amelia Anderson,11/23/2013,1 Kwun Tong Rd,KTPS009,"6,10,69,27,17,3,50","42,43,47,93,14,74,44",APP2025538,"KTSS020,KTSS009,KTSS016,KTSS015,KTSS010,KTSS007,KTSS003,KTSS001,KTSS017,KTSS012,KTSS011,KTSS014,KTSS002,KTSS005,KTSS006,KTSS018,KTSS013,KTSS008,KTSS004,KTSS019"
KT2025539,Daniel Garcia,10/03/2013,93 Ngau Tau Kok Rd,KTPS006,"15,97,11,83,31,23,49","90,41,77,57,19,34,53",APP2025539,"KTSS010,KTSS020,KTSS009,KTSS007,KTSS008,KTSS014,KTSS005,KTSS019,KTSS006,KTSS004,KTSS011,KTSS001,KTSS015,KTSS002,KTSS016,KTSS003,KTSS012,KTSS018,KTSS017,KTSS013"
KT2025540,William Moore,03/17/2013,44 Ngau Tau Kok Rd,KTPS018,"81,46,71,74,73,52,90","67,10,95,23,36,12,32",APP2025540,"KTSS019,KTSS004,KTSS013,KTSS009,KTSS008,KTSS016,KTSS007,KTSS015,KTSS005,KTSS002,KTSS018,KTSS010,KTSS017,KTSS001,KTSS011,KTSS006,KTSS003,KTSS020,KTSS012,KTSS014"
